text,label
버스를 탈 때 어깨가 브이자 혈액순환이 어려운 상태,5
윗팔이 힘들 때가 있다만 상한 동작을 하면 별도로 도움이 필요하지는 않은 상태,5
전신이 가벼운 가려움이 동반되나 발진은 아니며 피부에 이상은 없는 상태,5
발가락이 가끔 쑤시면 뾰루지가 올라오지만 들썩이거나 많이 아프지는 않는 상태,5
가슴이 조이거나 가끔 가래가 있지만 심장 질환이나 호흡곤란은 없는 상태,5
사망 시 심장이 손상되지만 흡입기나 CPR 없어도 별다른 질환 없는 상태,5
평소에 건물을 올라다닐 때 계단이 조금 힘들만 실비 치료가 필요하지 않은 상태,5
화장실 이용 후 배가 아파 몇 번 보기만 한 상태,5
통증이 끝난 상태에서 경미한 신물이 나타나지만 증상이 은근한 상태,5
가슴이 답답해 몸이 좀 찡하긴 하지만 심장 질환은 예정된 바 아닌 상태,5
피로로 순간 당황이 있을 때 목이 메거나 기침하는 경향이 보이지만 주의 깊은 상태,5
우울한 일이 있어도 자해 위험은 두려운만큼 높게 자폐할 구조의 상태,5
몸이 춥고 열이 가끔 올라오지만 온도를 끌어 올려도 좋아하는 상태,5
태양광에 약간 민감하지만 일상생활에 지장 없는 상태,5
명치 부분이 통증이 찬편으로 자꾸 신경이 압박받았을떄 불편한 정도로 있는 상태,5
창밖에 바람이 때문에 돌발적으로 눈물이 나오거나 콧물이 많이 나는 상태,5
생리통이 있지만 도뇨가 잘 나오는 정도로 의심이 안되는 상태,5
휴대폰 게임 때문에 무릎이 아프지만 기타 활동에 전혀 문제가 없는 상태,5
뒷목 부분에 가끔 두드러기가 나는 상태,5
인후통과 발열이 있어서 의사를 찾은 환자,5
소화불량과 가래가 나는 증상을 겪는 환자,5
피부 가려움증과 가슴 통증을 호소하는 환자,5
한쪽 눈이 붓고 가려움증이 있는 환자,5
귀가 아프고 사지부좁게 증상이 있는 아이,5
복부 통증과 소화불량이 지속적으로 발생하는 환자,5
가래가 나고 목이 아픈 환자,5
염증으로 팔자가 붓고 아프다고 하는 환자,5
가래가 코에서 흐르는 환자,5
엉덩이 부위가 따가우면서 가려움증이 있는 환자,5
배가 아파서 병원에 응급 신고한 환자,5
고열과 식욕부진을 호소하는 환자,5
어지러움과 복통을 겪고 있는 환자,5
손목을 다치고 통증을 호소하는 환자,5
가래가 많이 나는 젊은 환자,5
목이 따고 가래가 나는 환자,5
골반 부위가 아프다고 하는 환자,5
귀가 아프고 열이 나는 아이,5
오한과 고열 증상을 겪는 환자,5
콧물과 가래가 나는 환자,5
손목에 부어 오므리가 있는 환자,5
소화불량으로 식욕부진을 호소하는 환자,5
피부가 매우 가려우며 염증이 있는 환자,5
귀가 아프고 두통을 겪는 아이,5
열과 속쓰림 증상을 호소하는 환자,5
목이 따고 가래가 나는 환자,5
무기력과 식욕부진 증상을 겪는 환자,5
근육통과 고열을 호소하는 환자,5
귀가 아프고 열이 나는 환자,5
손목을 다치고 부어오므리가 있는 환자,5
가래가 나고 목이 아픈 환자,5
복통과 소화불량을 겪는 환자,5
복통과 소화불량이 지속적으로 발생하는 환자,5
피부 가려움증과 가슴 통증을 호소하는 환자,5
인후통과 발열이 있어서 의사를 찾은 환자,5
가래가 나고 목이 아픈 환자,5
한쪽 눈이 붓고 가려움증이 있는 환자,5
소화불량과 가래가 나는 증상을 겪는 환자,5
귀가 아프고 열이 나는 환자,5
손목을 다치고 통증을 호소하는 환자,5
배가 아파서 병원에 응급 신고한 환자,5
엉덩이 부위가 따가우면서 가려움증이 있는 환자,5
가래가 코에서 흐르는 환자,5
염증으로 팔자가 붓고 아프다고 하는 환자,5
인후통과 발열이 있어서 의사를 찾은 환자,5
복부 통증과 소화불량이 지속적으로 발생하는 환자,5
가래가 나고 목이 아픈 환자,5
귀가 아프고 사지부좁게 증상이 있는 아이,5
목이 아픈 것 같아요. 콧물이 나고 목이 따갑고 헛구역질이 나온 상태,5
식중독으로 인한 구토와 설사 증세가 나타나는 상태,5
경도의 열이 나고 두통과 피로감을 호소하는 상태,5
평범한 상처로 인한 깊지 않은 상처가 생긴 상태,5
코가 공동으로 맞아 깨진 듯한 뼈 아픔이 나는 상태,5
복통과 구토로 고통스러워하는데 응급상황 보다는 지속적인 상태,5
목이 아프고 콧물이 나는 감기 증상이 있습니다.,5
소화불량으로 인한 복부 통증을 호소하는 환자가 있습니다.,5
가래가 나오며 기침을 반복하는 환자가 있습니다.,5
식사 이후 속 쓰림과 구토 증상이 나타난 환자가 있습니다.,5
피부 조직이 약간 다쳐 화상 증상을 보이는 환자가 있습니다.,5
배변 시 설사와 복통이 동반되는 환자가 있습니다.,5
식사 중 생선 뼈를 삼켰는데 특별한 증상이 없는 환자가 있습니다.,5
턱이 아프고 이빨이 뾰족하게 자란 환자가 있습니다.,5
여드름이 생겨 피부에 뾰루지가 생기는 증상을 호소하는 환자가 있습니다.,5
